label,text
Neg,@pmphillips @apple If my non-Apple equipment broke this often I guess I'd need an Asus genius bar. But it doesn't so I don't :-)
Neg,Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off)
Neg,"Dear @Apple how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore! (none!!!) :( #gr%\\mbl^.%)"
Neg,Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light
Neg,@apple not happy with Apple today. I did the suggested software update and now nothing works!!!
Neg,Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fixing it myself!!!
Neg,IOS5 has one problem when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple
Neg,I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail
Neg,I really hate that @apple won't let you hide the Newsstand app or move it into a folder. It serves no purpose for me.
Neg,Life was much easier when @apple and @BlackBerry were just fruits!
Neg,@apple No location reminders on ipad2! That was the point of updating to iOS 5
Neg,Comparing @Office #live with @google #apps and @apple #iCloud  I do not see #iCloud leading the crowd. Do you agree ?
Neg,RT @MikeFerri: If @apple doesn't fix iOS5 this week I'm buying a droid #emptythreats
Neg,Turns out my computer isn't as fixed as it is meant to be. Fuck you @Apple I'm going back to your Genius Bar to complain. #annoyed
Neg,If @apple doesn't fix iOS5 this week I'm buying a droid #emptythreats
Neg,@apple pls launch #Siri on iphone4 .. Disappointed after spending hours for upgrading to iOS5..
Neg,@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible
Neg,This is the first time I've been unhappy with any @apple product... Disappointed and the Internet seems as confused as I am right now.
Neg,After a week or so with @Apple's #iOS5 I'm considering going back to #jailbroken 4.2 - same features as 5 plus more. Not as stable though.
Neg,Had issues with #Siri reaching network today. Too many uses or my signal? @apple
Neg,The new iOS5 completely failed at upgrading the phone. Now I'm stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?
Neg,Is it me or does #iPhone4s run a little warm sometimes? @apple
Neg,@apple WTF why can we not add the newsstand to a folder?! We are already in your walled garden so please don't remind us of it.
Neg,@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??
Neg,Dear @Apple I don't want the newsstand icon on my screen. #notcool
Neg,@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye
Neg,I wish Siri could tweet for me . @apple fix that .
Neg,I will never purchase another @Apple product for the rest of my life. I am glad Steve Jobs is fucking dead. MAY YOU FUCKING ROT IN HELL!!!!!
Neg,Thanks to @Apple my new iMac is a brick. I cannot re-install Lion and I cannot purchase it because it was installed by the former owner.
Neg,Asked #Siri Where's Baby Lisa? and was told sorry I'm having trouble connecting to the network right now. @apple server fail. #ios5
Neg,Only thing #iOS.5 has done is deleted my tiger woods game and made impossible to retrieve. Thanks @Apple!
Neg,yo @apple this update is a disaster
Neg,Dear @AppleCongratulations I am suing my insurance company and you just managed to make it to the top of my shit list. #Ineedthosepictures
Neg,Dear @Apple: You must let me turn off iCloud to save bandwidth and NOT delete EVERY document on my iPad. That's BULLSHIT!
Neg,RT @JoelBurns: Dear @Apple it's me again. Thank for beautiful new iOS features. But I miss some of the old ones. Lk making calls & texts&gt;(
Neg,By far the worst experience upgrading out of any version of iOS @apple #iOS5
Neg,Never purchasing another item from @apple.
Neg,Wow worst @apple customer service experience ever. Arrogant and inept. Bad combo Biltmore Apple store.
Neg,Hey guys at @Apple WTF is happening to #iPhone4 with #iOS5 suddenly fade to black and begin to vibrate continuously I had to reboot it
Neg,@hbogo @apple - why don't you play nice and let me use HDMI from iPad?  Pretty lame.
Neg,and only the first 23 images in my Photo Roll made it over? Seriously @apple how did you fuck this up so much?
Neg,@apple why does #iPhone4 plus #iOS5 equal half the battery life?
Neg,@apple why isn't my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!
Neg,need @apple help!! installing new ios on #iphone4 and am stuck on the Find My iPhone screen :( i keep clicking next but it doesn't work
Neg,Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox Chrome). #sadmac
Neg,Disappointing visual merchandising @apple. Simple but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi
Neg,has been on terminal hold with @apple support!  She must not be the only person having trouble with the new iphone and synching!
Neg,@apple thanks apple for ios 5 and losing all my contacts!
Neg,@Apple #iOS5 NONSTOP DROPPED CALLS&MUTE BUTTON RANDOMLY ACTIVATING&PERSON CANT HEAR ME PULL PHONE FROM EAR TO BE ON A MOBILE ME SCREEN
Neg,RT @tomcolontonio: Didn't it occur to @apple #apple that ppl share iTunes accounts amongst family's ?????Wtf!!!!
Neg,@tomcolontonio @apple #EPICFAIL
Neg,90 minutes after being at 100% my iPhone 4 (post #ios5 upgrade) has lost 40% of its charge and the @apple store folks are out of ideas.
Neg,So cutting the cord makes podcasts even harder to manage?!? No subscriptions! WTH @Apple? http://t.co/LD2i871x #iOS5 (via @carrypad)
Neg,In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :(
Neg,Also @EricGreenspan don't forget @Apple stop closing the app store after each bloody purchase...
Neg,@apple cu
Neg,*sigh* @apple store seems stumped what to do about my catastrophically bad battery life after upgrading to #ios5
Neg,Hmmmm a lot of #Siri features don't work in Canada. Location and directions? Seriously @apple come on!
Neg,@apple #siri can't connect to the network -- it's LESS useful that VoiceControl now... :(
Neg,@apple took my Siri and made it exclusive to iPhone 4S  #SoRude
Neg,total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes.
Neg,Waited in line for nothing fucking genius @Apple called an app for John not jean stop fucking up my name im not a French boy. #PCam ...
Neg,Dear @apple One day you're going to release a version of iTunes that doesn't freeze more often than it works. One day.
Neg,It's been 24hrs since I reported @ups theft of my iPhone and @apple has done nothing. No return call as promised. Nothing.
Neg,This does not bode well. After charging all night my @Apple iPhone 4S has 25% battery after only 3hr off charger with no calls & light use
Neg,Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right....
Neg,#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!
Neg,RT @gdcurry: Really @Apple?  What have you done to my iTunes now?  I can't click on Music Movies TV Shows or any playlists. I get a l ...
Neg,DAMN YOU !!! @apple
Neutral,RT @rdingwell: .@Apple has a record quarter and because a bunch of professional guessers (aka analysts) wanted more its a disappointmen ...
Neutral,Hey @apple androids releasing brand new state of the art phones whens your new phone come out? What's that? (cont) http://t.co/2sko9l3d
Neutral,@Apple how fun wouldn't it be if it was possible to integrate  ( soon to be named ) with notifications?
Neutral,Interesting read on war b/w @Apple & @Samsung- http://t.co/Vt9d24Yi -using latter agree lack of innovation but better specs at same price!
Neutral,RT @adamnash: The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc ...
Neutral,The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc: @hblodget
Neutral,Today's headline: @apple reports lower 4Q earnings. Headline in 3 months: @Apple reports record Q1 earnings.
Neutral,@apple expanded the app store to more than 20 new countries in the december quarter
Neutral,@Apple will be rolling out iPhone 4S to more than 20 more countries by the end of the month.
Neutral,Is it JUST a coincidence that @Apple named their virtual assistant after Tom and Katie's robot daughter?
Neutral,Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE
Neutral,Interesting times when increasing your revenue from $20B to $28B in a recession is considered a disappointment. @apple
Neutral,People are waiting in line @apple for phones at 1:30 on a Tuesday! Don't you people have Jobs(no pun intended?)???
Neutral,@Apple Would much rather get outta this having a ( see pic ) and have fun with this  Have your friends choose music http://t.co/7IiHbr4J
Neutral,RT @CRMStrategies: Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @phil ...
Neutral,@apple gonna see if anyone stayed logged into their fb or twitter #TroubleMaker
Neutral,@leg3nd @apple the new iPhone?
Neutral,If you've been struggling to get hold of me I'm back online with a new iPhone - thanks @apple
Neutral,Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon
Neutral,@Apple has a pic of Steve Jobs on their home page. #Honor
Neutral,@Apple to shut stores!!! C'mon Only Wednesday for @SteveJobs memorial.
Neutral,@Motorola is the Best Android-powered company that is going against @Apple.
Neutral,This is what I have been waiting for RT @Apple The last big project Steve Jobs was working on was the new cranial insertion device: iMplant.
Neutral,Apple Users Get The official Kalifornia Cavi App on your Apple Device now on  - powered by @Apple - Download it free http://t.co/HlGnvlRw
Neutral,The official Kalifornia Cavi Mobil App is now available on the app store - powered by @Apple - Download it free http://t.co/HlGnvlRw
Neutral,@Apple #RIPSteve RT @davepeck: Steve Jobs and the Seven Rules of Success http://t.co/4nLRLdWy
Neutral,macbreak weekly @TWiT via @apple airplay in full HD on the 42. finally! @leolaporte @Ihnatko @alexlindsay
Neutral,Stay young stay foolish. But take ownership when u f*ck up don't complain and never give up. #resilience @apple
Neutral,Dear @motorola I smell a lawsuit coming your way. cc: @apple #motoactv
Neutral,RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone htt ...
Neutral,@apple Or @Microsoft Buying Out @RIM ?
Neutral,@apple Why don't you have a wireless remote for Keynote presentations w a MacBook Air?  Nobody wants to see the pith man navigate w a iPhone
Neutral,RT @HaendelBalzora: dear @apple please invent FaceTime Voicemails. sincerely haendel balzora jr. #apple
Neutral,dear @apple please invent FaceTime Voicemails. sincerely haendel balzora jr. #apple
Neutral,RT @jesperordrup: Hi @apple. Household has 4 iphones 2 ipads 2 minis 2 apple tv AirPorts Timecapsule +. Whats a usable iPhoto shari ...
Neutral,Couldnt help it & explored the #iphone4s @apple store & talked to #Siri... Should've tried to speak to her in French?! #nexttime
Neutral,is it just me or do other people miss the iPod symbol on the iPhone? I had the first iPod it's what I relate to @apple #ios5 #nostalgia
Neutral,@ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S with my contract?
Neutral,RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy
Neutral,Hi @apple. Household has 4 iphones 2 ipads 2 minis 2 apple tv AirPorts Timecapsule +. Whats a usable iPhoto sharing setup? /cc @maddox
Neutral,Check this video out -- moe. plays Live on iPads. Video dedicated in memory of #SteveJobs http://t.co/XSiyDnqu @ipad @mac @apple #brilliant
Neutral,Evolution of @Apple Ads 1975-2002: http://t.co/QTOqOZ42 @thesavoia #stevejobs #tech #art
Neutral,.RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/LCTPxHF5
Neutral,RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
Neutral,.@Apple fan Eric Holder spotted at the Genius Store http://t.co/FTLttLPn
Neutral,RT @DailyDealChat: @bidmyway I like your app for the @apple iPhone very simple and easy to use!
Neutral,@bidmyway I like your app for the @apple iPhone very simple and easy to use!
Neutral,Thanks @Apple. Now even more people on the bus are talking to inanimate objects. Harder than ever to tell who's crazy and who's hip.
Neutral,Noticed how @apple has added the like & tweet icons on their page? http://t.co/PZoNZeC8 #like #facebook #tweet
Neutral,@rtimbuc thx for publicly coming out out of the @Apple closet ... :)
Neutral,Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/2XJZaLCs #PampersHelloApps
Neutral,@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm.
Neutral,RT @TimjwDowning: #iOS 5  is a great system but it's taken all day to download @apple
Neutral,Using @Apple's mobile @AirPort Utility http://t.co/TiDpaHYC
Neutral,@Dropbox balked at acquisition by @Apple. My apps thank them. :)  http://t.co/VsYPl9Xu
Neutral,Just when #TomCruise thought he had a unique name for his daughter @Apple pulls the rug out from under him with the new #Siri App.
Neutral,I wonder If the person who has @apple is holding out for apple to buy it from them
Neutral,iOS 5 for iPhone and iPad is Here: Apple's Best Release Yet?  http://t.co/iLYGZ5Ox #ios5 #ios @apple #ipad #tablet
Neutral,The 'Great Tech War': @Apple @Facebook @Google @Amazon battle for the future http://t.co/sVu8cG1M via @fastcompany
Neutral,How the community saw #SteveJobs - 12 Most #Community iCelebrates Steve Jobs - http://t.co/jJRwIvmc @Apple
Neutral,RT @aplusk: Sending love & light to everyone @Apple & the entire Jobs family.Today we lost a Giant who will be missed even by those who  ...
Neutral,@apple store NY
Neutral,Tell how Steve Jobs & @Apple changed your life and $5 will be donated to Pancreatic #Cancer Research! @PanCAN @Pan_Act http://t.co/BWzganje
Neutral,yeah @apple is updated!! planking photos #lmaoo http://t.co/IusXJJDq
Neutral,picking up my #iPhone4S in two hours @Apple!
Neutral,@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out
Neutral,ok @apple now we got our iOS5 and #icloud can we please have #LogicX
Neutral,@AsimRang @apple @umber well so far ive seen it for apps
Neutral,Hello again iPhone 4!!! Thank you @apple! Although this should have never broken in the first place! #tsk
Neutral,@AsimRang @apple @umber when you upgrade to ios5 there is a section in app store which lets you download anything you have purchased before
Neutral,@Apple @Facebook @Google and @Amazon battle in...The Great Tech War of 2012 http://t.co/uL9zZKv8 by @fmanjoo
Neutral,@AsimRang @apple @umber the podcasts feature works just fine music purchasing is straight forward what else do you want?
Neutral,@NoVaTyler: @Foreverfit4u amazing how quickly apple went down the poop tube It couldn't have 2do w/operator error! #sarcasm Still  @apple
Neutral,RT @Apple We destroying you next RT @therealterica: Duh #TeamAndroid RT @JuanHustle I got a feeling we living in the last days of Blackberry
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/AAP7StHt #PampersHelloApps
Neutral,@Mommy_gaga #Win an @Apple iPod Touch @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps
Neutral,Need to update my apps. ): my apple ID is disabled.. Don't know what to do.. @apple @AppStore @itunes @Siri_Assistant
Neutral,I wonder if @Apple OSX will get built-in @Twitter @support like iOS5. That would be very helpful at the moment.
Neutral,Spell check needed when saving documents - fingers crossed Steve Jobs left that nugget of technology behind on the @Apple to do list. :)
Neutral,@Apple Stores to close for one hour on October 19 to watch #SteveJobs #memorial http://t.co/fbjqb5RA via @9to5mac #tech #porchista
Neutral,iPhone 4S vs Canon 5D MKII. @apple @canon @iphone http://t.co/PvKqad33
Neutral,@Samsung wants to ban @Apple iPhone 4S in Japan and Australia. http://t.co/hWA4tWIc #smartphonewar
Neutral,Siri says some weird things | This is my next... http://t.co/H8n7caSg via @verge @hasanga @mohoisham @apple #Siri #LMFAO
Neutral,@apple karaoke ceel w/ @nandamaulida @putriasmara @galuhoktriana @milatus :p
Neutral,I have 4 @Apple products...
Neutral,@SamsungMobileUS @Apple would disagree with you right now.
Neutral,Stay hungry stay foolish. Steve Jobs founder @Apple #WinningWithEL
Neutral,RT @thejjmg: My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/Iqa0ipVt @Apple ah mines being sinking...
Neutral,Notes for Jobs @Apple store in Palo alto downtown. http://t.co/4BJjfq4h
Neutral,Just realized Apple doesn't even have @Apple on lock. This dude R.J. Pittman waiting for thee fattest check.
Neutral,Hey @Apple could you hook the voice memos app on the iPhone up with fine scrubbing? Journalists need love too.
Neutral,Dear @Apple If I make love to iCloud will ALL THE THINGS have my babies?
Neutral,POLL: http://t.co/GcrpUKwF Q:R U pissed @Apple banned this video? #Apple #iPhone4S #Siri #F8ball
Neutral,More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...
Neutral,My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/zMX85Fkd @apple
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/r0WYm1jX #PampersHelloApps
Neutral,Dear @apple why did my #Apple ID change to my colleagues&#39; when I charged on her Mac? Now can&#39;t download or update apps. #iPhone
Neutral,You know you've gone @Apple overboard when you misread a @Yelp review as iPad Thai. #fb
Neutral,Goodbye @Evernote Welcome #NotesintheCloud thx @Apple
Neutral,Will @Apple's Mac ever properly be used in the financial markets or is it purely a creatives device? Shift from IBM to Mac? #finpanther
Neutral,But @att is working with @apple to make their iPhone say 4G RT @JFSikora: @TCPJ_Mickey I'm so glad Apple is not slinging that crap.
Neutral,started out as a trip to the @apple store. turned into a spontaneous fun evening w @MolleyMoody. we danced while trying on outfits. #girls
Neutral,RememberiN wen @apple and @blackberry were just fruit#nostalgia
Neutral,@dyanna299 you mean like Muhaimin @apple.com?
Neutral,The new @apple #find my friends app is great.... except the part where you have to log in everytime. Get back to me when this is changed...
Neutral,One thing I want from #ios is searching in the add bar similar to what Firefox or droid phones do. But thnx for a talking Google @apple ...
Neutral,Gee I can't imagine that the maps app graphic from this Samsung website will help their court cases vs. @Apple: http://t.co/PmanMoAh
Neutral,Would you look at that.. @SouthwestAir does @Apple style welcomes as well. http://t.co/t0TrFnk8 #customerappreciation #custserv
Neutral,RT @fredbenenson: Hey @twitter and @apple this is pretty dumb. http://t.co/kubkPO0T
Neutral,Hey @twitter and @apple this is pretty dumb. http://t.co/kubkPO0T
Neutral,@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy
Neutral,@Apple why no Macbook mirroring onto AppleTV via #Airplay?
Neutral,Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it they weren't kidding.
Neutral,Yeah there's no @apple twitter account.
Neutral,POLL: http://t.co/tZBleGaQ Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...
Neutral,@ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?
Neutral,Lol bet that Android couldnt do that  RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.
Neutral,I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.
Neutral,#Iphone5 can you please make The battery last longer thanks @Apple
Neutral,Hey @apple next update can we get an emoji that's pointing the middle finger please?? Thanx!!
Neutral,U know the @apple company are giving out 500 iPads because Steve jobs past away
Neutral,Found out the hard way today that @webex does not work with @apple ios5 yet when you are following a link for a meeting..
Neutral,Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve
Neutral,@apple must be launching a #searchengine - imminent surely. #AppleSearch #AppleCore #bigapple haha! Please be the latter
Neutral,@FastCompany - The Great Tech War Of 2012: @Apple @Facebook @Google and @Amazon duking it out - http://t.co/HXsAlzPv via @ADerricks
Neutral,Apple sold 4 million iPhone 4S units on first weekend - Appletell: http://t.co/vs5r1oox #iPhone4S @Apple #fb
Neutral,@Apple please put the Tab button back in Pages for iPad. That hold my finger down wait for the insert tab then touch that for the tab. SMH
Neutral,Apple shares hit new all-time intraday high: http://t.co/uY35rrRU #win @Apple
Neutral,RT @FaithMcNally: @RhiannaRaee hanging @apple in tacoma listening to the beatles!
Neutral,@RhiannaRaee hanging @apple in tacoma listening to the beatles!
Neutral,In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S
Neutral,A must read article on @fastcompany about @Apple @Facebook @Google and @Amazon technology war in 2012  http://t.co/nxc7Wo4S
Neutral,@cnbcfastmomey what price should I sell @apple for
Neutral,Hey @Apple when did you hire @TheRock to tighten the screws on the bottom cases of your MacBook Pros?  #Ouch #NiceHire
Neutral,#SteveJobs memorial at the Leawood @Apple store. http://t.co/UVgb05G6
Neutral,Hey @apple why is Siri not available for the Mac?
Neutral,waiting for Jacob @fairview @apple storeee
Neutral,RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/nDRpciY9 #PampersHelloApps
Neutral,Iphone: Watch Siri &quot;Work&quot; On the Old iPhone 4 - @Gizmodo http://t.co/dGPWL0r0 @apple allow commands from iPhone 4. Stop playin!
Neutral,@WIREDInsider beautiful yes. though it simply reminds me of @apple's spinning wheel of death. clock reinvented: http://t.co/tJcJAqfl
Neutral,Dear @apple: Integrated tweeting in ios5 RAWKS. Plz consider adding @ and # lookup like @twitter app. Thx! http://t.co/5uHsTEPz
Neutral,@Apple sells record 4M #iPhone4S phones in first 3 days!
Neutral,@brady I am surprised @apple did not think of/anticipate that......
Neutral,#iMessage is here wid iOS5 RIP #BBM @cultofmac @apple
Neutral,RT @carlmilner: RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt ...
Neutral,The iPhone update has segregated my contacts between iPhone users and non-iPhone users. They just had to call out those non-users @apple
Neutral,@apple @internode #icloud #ios5 #piracy omg no wonder ive used all my downloads!!
Neutral,@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :)
Neutral,Hall Pass had me rolling...... @Apple bee's lookin for nookie really
Neutral,@coatgal @apple Paul had a chat with an advisor explained the problem : cost 120 repair !!BUT wait for it  drumroll . . . .
Neutral,#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecaseshttp://t.co/2hyurIiq#stevejobstributecases@ikaveri @iamsrk @apple
Neutral,@coatgal had a really interestng experience up in the @Apple store though Paul was with me up there faulty #iphone4 - but out of warranty
Neutral,@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?
Neutral,@_alastair w/ respect the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job.
Neutral,@jackiestone1 yes! Tech peeps talk so much about algorithms but tech should always tie back to people. @apple proves this #imediasummit
Neutral,The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany
Neutral,Why @Apple so valuable good analysis of trended profits iOS vs. Microsoft: Comparing the bottom lines  http://t.co/k9qst4R4 via @asymco
Neutral,http://t.co/48emAEID #SteveJobs memorial @Apple #Boylston
Neutral,RT @robertoafelipe: @apple predicts #Siri in 1987 in video the video is staged for September 2011 http://t.co/tFNRP3MD
Neutral,Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal.http://t.co/65HPp0tu
Neutral,@apple y u run out of 64gb iPhone!? Now I have to settle for 32gb. Saved 100$ though(:#content
Neutral,Big mo: In one week @Apple #iCloud hits 20M users; 25M use #iOS 5 http://t.co/HTpUTBFK via @cnet
Neutral,@learmonth @Cue improves iMessage + engages @Apple content partners' customers better http://t.co/hhkvlwFB with social activity messaging
Neutral,@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions.
Neutral,RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ...
Neutral,@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems
Neutral,@Apple buried the ability to manage #newsstand subscriptions under App Store Settings. This is inconvenient at best.
Neutral,Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook
Neutral,Go big or go home @Apple users - here are some apps that make your #4s iPhone s-s-super http://t.co/t74BQyim via @mashable - MS
Neutral,@pkedrosky @apple I am just waiting for my conf email from iCloud.
Neutral,Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
Neutral,Anyone know why we can only read iBooks on the iPhone and iPad? Any ideas how to read them on mac? @apple
Neutral,Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly.
Neutral,New Blog! http://t.co/ENCSF1Ju @VerizonWireless @Motorola @Google @Apple #Android #DroidBionic #iPhone4S #4GLTE
Neutral,Over the weekend @Apple sold more than 4000000 iPhones. Thats about 16 iPhones sold every second.
Neutral,how do you sync gmail contacts with your iphone? help please! @apple @gmail
Neutral,Going to the @apple store today to get this laptop situation figured out
Neutral,gulp...@Apple sells 4 million iPhone 4S in 3 days - Yahoo! Finance http://t.co/Zv7DXrIA via @YahooFinance
Neutral,Is @Apple's voice #tech really as impressive as the net thinks it is? http://t.co/Rbf23CNX #siri
Neutral,RT @rickholgate: Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
Neutral,Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
Neutral,This!!!!!! RT @DennieB_15 ..... Um why No black people@Apple
Neutral,..... Um why No black people@Apple
Neutral,too many companies don't have @apple management-- 60 sec vid-http://bit.ly/pwLpgQ #entrepreneur #startup @scalecomputing #pioniq
Neutral,Hey @Apple - need more servers for Siri traffic?  I'm sure Google can help you out with that...
Neutral,I wish someone would gift me an unlocked iPhone 4s. #iPhone @Apple
Neutral,So apparently that's not the correct @apple
Neutral,#opinion @Samsung need to be careful in @Apple patents issues - it looks a lot like you 'learned' a lot by making their chips!
Neutral,RT @bsdalton: @apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11
Neutral,Ya hoo! @Apple sells 4 million iPhone 4S in 3 days http://t.co/rvdjSMMi (via @news360app) $AAPL
Neutral,3 principal global players will be active in every market...@Amazon @Apple & @Kobo. @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon
Neutral,dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!
Neutral,#Siri I could have done with out its not that great #iPhone4S I hear the #iPhone5 is coming out #2013 @apple.inc
Neutral,i wish my iPOD had a feature when it's on the dock to scroll the artist album and song title in huge font across it... @Apple
Neutral,@Apple main office is #nowplaying  A milli - Lil Wayne.
Neutral,@iphone4S  #IBM @apple iphone4s. Siri is not Watson @IBMWatson
Neutral,RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovati ...
Neutral,Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovation!  Eh @mark_newton?
Neutral,Is at the @apple store waiting for a poorly iMac to be seen by a genius. Hopefully this will be painless. Not too bad in here.
Neutral,@iancollinsuk @Apple what's incredible is that people still buy into apple as world beater's.....not true anymore.
Neutral,Great video @apple 1987 predicting tablets & a form of #siri at the end of this article RT @jedsinger: (cont) http://t.co/RDBeuCtt
Neutral,IHS: iPhone 4S shows key design and component changes. http://t.co/Y3Mali6y  @apple #apple #iphome4S #ios5
Neutral,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ...
Neutral,Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich
Neutral,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @Apple
Neutral,Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple #recession
Neutral,#BreakingNews @Gizmodo reports: @Apple #iPhone 4S sold over $4 million over the weekend! #TrueStory  http://t.co/BEj32s6a
Neutral,iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
Neutral,Video: SIRI also gets angry. http://t.co/ksX2XZoR  @chrisvoss @apple #apple #siri #iphone4S #Ai
Neutral,Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple #apple #siri #iphone4S #Ai
Neutral,Video: SIRI also gets angry. http://t.co/Xx1chZbN  @chrisvoss @apple #apple #siri #iphone4S #Ai
Neutral,Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple #apple #siri #iphone4S #Ai
